Time,Person 1,Person 2,Class1 ,Class2
77420,1833,1887,3A,2B
77420,1838,1861,3A,2B
77420,1838,1911,3A,2A
77420,1843,1889,3A,2B
77420,1851,1916,2B,2A
77420,1858,1898,2B,2B
77420,1861,1902,2B,2A
77420,1861,1911,2B,2A
77420,1902,1911,2A,2A
77440,1434,1533,5B,4A
77440,1437,1563,5B,5B
77440,1437,1695,5B,1B
77440,1443,1465,5B,5B
77440,1443,1480,5B,5B
77440,1443,1688,5B,1B
77440,1452,1458,5A,5A
77440,1457,1465,5A,5B
77440,1457,1665,5A,1B
77440,1465,1480,5B,5B
77440,1482,1592,5B,5B
77440,1493,1501,5A,5A
77440,1493,1502,5A,5A
77440,1493,1637,5A,5A
77440,1498,1673,5A,1B
77440,1501,1502,5A,5A
77440,1502,1637,5A,5A
77440,1545,1697,4A,1B
77440,1549,1730,4A,4A
77440,1558,1710,3B,2B
77440,1558,1890,3B,2B
77440,1563,1695,5B,1B
77440,1613,1708,2A,2B
77440,1613,1780,2A,3A
77440,1617,1749,2A,2B
77440,1617,1858,2A,2B
77440,1617,1898,2A,2B
77440,1625,1641,2A,2A
77440,1625,1768,2A,1A
77440,1625,1922,2A,2A
77440,1628,1757,2A,1A
77440,1641,1922,2A,2A
77440,1643,1843,2A,3A
77440,1648,1843,2A,3A
77440,1648,1889,2A,2B
77440,1665,1666,1B,1B
77440,1675,1696,1B,1B
77440,1684,1866,1B,4B
77440,1704,1859,2B,3A
77440,1710,1855,2B,2B
77440,1730,1912,4A,1B
77440,1748,1822,3A,3A
77440,1749,1858,2B,2B
77440,1764,1911,1A,2A
77440,1833,1887,3A,2B
77440,1838,1861,3A,2B
77440,1838,1911,3A,2A
77440,1843,1889,3A,2B
77440,1855,1890,2B,2B
77440,1858,1907,2B,2A
77440,1861,1911,2B,2A
77440,1898,1907,2B,2A
77440,1902,1911,2A,2A
77460,1434,1533,5B,4A
77460,1437,1563,5B,5B
77460,1437,1695,5B,1B
77460,1443,1465,5B,5B
77460,1443,1480,5B,5B
77460,1443,1705,5B,4A
77460,1452,1458,5A,5A
77460,1465,1480,5B,5B
77460,1480,1705,5B,4A
77460,1493,1501,5A,5A
77460,1493,1637,5A,5A
77460,1500,1548,4A,4A
77460,1501,1502,5A,5A
77460,1501,1637,5A,5A
77460,1502,1637,5A,5A
77460,1520,1673,5A,1B
77460,1532,1548,4A,4A
77460,1549,1730,4A,4A
77460,1563,1695,5B,1B
77460,1572,1613,3B,2A
77460,1572,1700,3B,3B
77460,1613,1708,2A,2B
77460,1617,1898,2A,2B
77460,1617,1907,2A,2A
77460,1625,1641,2A,2A
77460,1625,1718,2A,2B
77460,1625,1768,2A,1A
77460,1625,1922,2A,2A
77460,1641,1718,2A,2B
77460,1641,1911,2A,2A
77460,1643,1648,2A,2A
77460,1648,1843,2A,3A
77460,1648,1889,2A,2B
77460,1665,1666,1B,1B
77460,1675,1696,1B,1B
77460,1684,1688,1B,1B
77460,1684,1847,1B,4B
77460,1697,1698,1B,1B
77460,1704,1833,2B,3A
77460,1710,1855,2B,2B
77460,1718,1768,2B,1A
77460,1722,1795,3A,3A
77460,1749,1858,2B,2B
77460,1757,1916,1A,2A
77460,1765,1912,1B,1B
77460,1822,1889,3A,2B
77460,1833,1887,3A,2B
77460,1838,1861,3A,2B
77460,1843,1889,3A,2B
77460,1858,1907,2B,2A
77460,1861,1902,2B,2A
77480,1426,1673,5B,1B
77480,1428,1457,5B,5A
77480,1428,1585,5B,5B
77480,1434,1533,5B,4A
77480,1437,1695,5B,1B
77480,1439,1443,5B,5B
77480,1439,1480,5B,5B
77480,1443,1465,5B,5B
77480,1443,1480,5B,5B
77480,1443,1705,5B,4A
77480,1465,1480,5B,5B
77480,1468,1656,5A,1B
77480,1468,1673,5A,1B
77480,1468,1697,5A,1B
77480,1480,1705,5B,4A
77480,1493,1502,5A,5A
77480,1498,1585,5A,5B
77480,1500,1532,4A,4A
77480,1500,1548,4A,4A
77480,1500,1797,4A,4A
77480,1501,1502,5A,5A
77480,1501,1637,5A,5A
77480,1503,1895,4A,4B
77480,1532,1548,4A,4A
77480,1532,1797,4A,4A
77480,1549,1730,4A,4A
77480,1551,1564,3B,3B
77480,1572,1700,3B,3B
77480,1613,1708,2A,2B
77480,1613,1780,2A,3A
77480,1617,1898,2A,2B
77480,1625,1641,2A,2A
77480,1625,1718,2A,2B
77480,1625,1768,2A,1A
77480,1625,1922,2A,2A
77480,1641,1922,2A,2A
77480,1648,1719,2A,3A
77480,1648,1782,2A,3A
77480,1648,1843,2A,3A
77480,1656,1697,1B,1B
77480,1673,1697,1B,1B
77480,1675,1696,1B,1B
77480,1697,1698,1B,1B
77480,1704,1887,2B,2B
77480,1718,1922,2B,2A
77480,1719,1889,3A,2B
77480,1720,1822,3A,3A
77480,1722,1795,3A,3A
77480,1748,1889,3A,2B
77480,1749,1858,2B,2B
77480,1749,1907,2B,2A
77480,1757,1851,1A,2B
77480,1757,1909,1A,3A
77480,1757,1916,1A,2A
77480,1761,1858,1A,2B
77480,1795,1851,3A,2B
77480,1838,1861,3A,2B
77480,1838,1911,3A,2A
77480,1851,1855,2B,2B
77480,1851,1916,2B,2A
77480,1861,1902,2B,2A
77480,1861,1911,2B,2A
77500,1437,1563,5B,5B
77500,1443,1465,5B,5B
77500,1443,1480,5B,5B
77500,1452,1458,5A,5A
77500,1452,1477,5A,5A
77500,1457,1563,5A,5B
77500,1465,1480,5B,5B
77500,1468,1520,5A,5A
77500,1468,1656,5A,1B
77500,1468,1673,5A,1B
77500,1493,1501,5A,5A
77500,1500,1532,4A,4A
77500,1500,1548,4A,4A
77500,1501,1502,5A,5A
77500,1520,1664,5A,1B
77500,1520,1673,5A,1B
77500,1545,1837,4A,4A
77500,1549,1730,4A,4A
77500,1551,1564,3B,3B
77500,1564,1833,3B,3A
77500,1572,1700,3B,3B
77500,1594,1628,3B,2A
77500,1613,1708,2A,2B
77500,1613,1780,2A,3A
77500,1617,1898,2A,2B
77500,1625,1718,2A,2B
77500,1625,1922,2A,2A
77500,1641,1861,2A,2B
77500,1643,1648,2A,2A
77500,1643,1843,2A,3A
77500,1648,1843,2A,3A
77500,1656,1673,1B,1B
77500,1664,1697,1B,1B
77500,1665,1666,1B,1B
77500,1665,1698,1B,1B
77500,1666,1698,1B,1B
77500,1675,1696,1B,1B
77500,1684,1847,1B,4B
77500,1684,1866,1B,4B
77500,1697,1765,1B,1B
77500,1697,1912,1B,1B
77500,1704,1887,2B,2B
77500,1708,1780,2B,3A
77500,1718,1761,2B,1A
77500,1718,1861,2B,2B
77500,1719,1889,3A,2B
77500,1748,1889,3A,2B
77500,1749,1858,2B,2B
77500,1757,1916,1A,2A
77500,1761,1861,1A,2B
77500,1761,1907,1A,2A
77500,1764,1902,1A,2A
77500,1838,1861,3A,2B
77500,1851,1916,2B,2A
77500,1855,1890,2B,2B
77520,1426,1656,5B,1B
77520,1426,1673,5B,1B
77520,1434,1533,5B,4A
77520,1437,1563,5B,5B
77520,1437,1585,5B,5B
77520,1443,1465,5B,5B
77520,1443,1480,5B,5B
77520,1457,1498,5A,5A
77520,1465,1480,5B,5B
77520,1465,1705,5B,4A
77520,1468,1656,5A,1B
77520,1468,1673,5A,1B
77520,1493,1501,5A,5A
77520,1493,1637,5A,5A
77520,1500,1548,4A,4A
77520,1501,1637,5A,5A
77520,1502,1637,5A,5A
77520,1532,1548,4A,4A
77520,1533,1548,4A,4A
77520,1549,1730,4A,4A
77520,1551,1564,3B,3B
77520,1551,1833,3B,3A
77520,1564,1833,3B,3A
77520,1572,1700,3B,3B
77520,1579,1648,3B,2A
77520,1613,1780,2A,3A
77520,1617,1898,2A,2B
77520,1641,1718,2A,2B
77520,1641,1911,2A,2A
77520,1643,1648,2A,2A
77520,1643,1822,2A,3A
77520,1656,1664,1B,1B
77520,1665,1698,1B,1B
77520,1675,1696,1B,1B
77520,1697,1698,1B,1B
77520,1697,1912,1B,1B
77520,1698,1912,1B,1B
77520,1704,1887,2B,2B
77520,1708,1780,2B,3A
77520,1718,1838,2B,3A
77520,1719,1843,3A,3A
77520,1719,1889,3A,2B
77520,1748,1889,3A,2B
77520,1749,1858,2B,2B
77520,1757,1859,1A,3A
77520,1761,1861,1A,2B
77520,1761,1907,1A,2A
77520,1764,1902,1A,2A
77520,1764,1911,1A,2A
77520,1767,1780,1A,3A
77520,1822,1843,3A,3A
77520,1822,1889,3A,2B
77520,1838,1861,3A,2B
77520,1851,1916,2B,2A
77520,1855,1890,2B,2B
77520,1858,1907,2B,2A
77520,1861,1911,2B,2A
77540,1428,1437,5B,5B
77540,1428,1498,5B,5A
77540,1428,1563,5B,5B
77540,1437,1457,5B,5A
77540,1437,1498,5B,5A
77540,1437,1563,5B,5B
77540,1443,1705,5B,4A
77540,1452,1458,5A,5A
77540,1452,1486,5A,5B
77540,1457,1585,5A,5B
77540,1465,1480,5B,5B
77540,1468,1664,5A,1B
77540,1468,1673,5A,1B
77540,1493,1501,5A,5A
77540,1493,1637,5A,5A
77540,1498,1563,5A,5B
77540,1500,1532,4A,4A
77540,1500,1548,4A,4A
77540,1501,1502,5A,5A
77540,1501,1637,5A,5A
77540,1502,1637,5A,5A
77540,1532,1548,4A,4A
77540,1545,1837,4A,4A
77540,1549,1730,4A,4A
77540,1551,1564,3B,3B
77540,1551,1833,3B,3A
77540,1564,1833,3B,3A
77540,1572,1700,3B,3B
77540,1572,1887,3B,2B
77540,1579,1648,3B,2A
77540,1579,1782,3B,3A
77540,1579,1843,3B,3A
77540,1579,1889,3B,2B
77540,1594,1628,3B,2A
77540,1613,1708,2A,2B
77540,1613,1780,2A,3A
77540,1617,1898,2A,2B
77540,1625,1641,2A,2A
77540,1625,1922,2A,2A
77540,1641,1718,2A,2B
77540,1641,1922,2A,2A
77540,1643,1648,2A,2A
77540,1643,1822,2A,3A
77540,1665,1666,1B,1B
77540,1665,1697,1B,1B
77540,1665,1698,1B,1B
77540,1665,1912,1B,1B
77540,1666,1698,1B,1B
77540,1666,1912,1B,1B
77540,1675,1696,1B,1B
77540,1697,1698,1B,1B
77540,1697,1765,1B,1B
77540,1697,1912,1B,1B
77540,1698,1912,1B,1B
77540,1704,1757,2B,1A
77540,1704,1887,2B,2B
77540,1708,1718,2B,2B
77540,1708,1780,2B,3A
77540,1718,1922,2B,2A
77540,1719,1748,3A,3A
77540,1719,1889,3A,2B
77540,1748,1889,3A,2B
77540,1749,1858,2B,2B
77540,1757,1763,1A,3A
77540,1757,1859,1A,3A
77540,1763,1887,3A,2B
77540,1782,1843,3A,3A
77540,1838,1861,3A,2B
77540,1838,1911,3A,2A
77540,1843,1889,3A,2B
77540,1851,1855,2B,2B
77540,1851,1916,2B,2A
77540,1855,1890,2B,2B
77560,1426,1457,5B,5A
77560,1428,1520,5B,5A
77560,1434,1533,5B,4A
77560,1439,1705,5B,4A
77560,1443,1705,5B,4A
77560,1452,1821,5A,4B
77560,1457,1468,5A,5A
77560,1465,1480,5B,5B
77560,1498,1585,5A,5B
77560,1501,1502,5A,5A
77560,1501,1637,5A,5A
77560,1520,1664,5A,1B
77560,1532,1548,4A,4A
77560,1532,1797,4A,4A
77560,1551,1833,3B,3A
77560,1563,1684,5B,1B
77560,1572,1700,3B,3B
77560,1579,1782,3B,3A
77560,1594,1628,3B,2A
77560,1613,1708,2A,2B
77560,1613,1780,2A,3A
77560,1617,1749,2A,2B
77560,1617,1898,2A,2B
77560,1625,1641,2A,2A
77560,1625,1718,2A,2B
77560,1641,1718,2A,2B
77560,1641,1922,2A,2A
77560,1643,1648,2A,2A
77560,1656,1673,1B,1B
77560,1665,1666,1B,1B
77560,1665,1697,1B,1B
77560,1665,1912,1B,1B
77560,1666,1765,1B,1B
77560,1675,1696,1B,1B
77560,1697,1912,1B,1B
77560,1704,1887,2B,2B
77560,1718,1922,2B,2A
77560,1719,1748,3A,3A
77560,1719,1822,3A,3A
77560,1719,1843,3A,3A
77560,1719,1889,3A,2B
77560,1732,1890,2B,2B
77560,1748,1822,3A,3A
77560,1748,1843,3A,3A
77560,1748,1889,3A,2B
77560,1749,1761,2B,1A
77560,1749,1898,2B,2B
77560,1749,1907,2B,2A
77560,1757,1859,1A,3A
77560,1761,1907,1A,2A
77560,1764,1902,1A,2A
77560,1764,1911,1A,2A
77560,1782,1843,3A,3A
77560,1838,1861,3A,2B
77560,1838,1911,3A,2A
77560,1843,1889,3A,2B
77560,1851,1855,2B,2B
77560,1851,1916,2B,2A
77560,1858,1907,2B,2A
77560,1861,1911,2B,2A
77560,1902,1911,2A,2A
77580,1434,1533,5B,4A
77580,1437,1457,5B,5A
77580,1437,1483,5B,5A
77580,1437,1684,5B,1B
77580,1439,1705,5B,4A
77580,1443,1705,5B,4A
77580,1452,1482,5A,5B
77580,1452,1821,5A,4B
77580,1457,1563,5A,5B
77580,1457,1656,5A,1B
77580,1458,1477,5A,5A
77580,1458,1592,5A,5B
77580,1465,1480,5B,5B
77580,1468,1520,5A,5A
77580,1468,1656,5A,1B
77580,1480,1705,5B,4A
77580,1493,1501,5A,5A
77580,1493,1637,5A,5A
77580,1493,1664,5A,1B
77580,1500,1532,4A,4A
77580,1500,1548,4A,4A
77580,1500,1797,4A,4A
77580,1501,1502,5A,5A
77580,1501,1637,5A,5A
77580,1532,1548,4A,4A
77580,1532,1797,4A,4A
77580,1551,1564,3B,3B
77580,1551,1795,3B,3A
77580,1551,1833,3B,3A
77580,1579,1782,3B,3A
77580,1585,1684,5B,1B
77580,1594,1628,3B,2A
77580,1594,1909,3B,3A
77580,1613,1780,2A,3A
77580,1617,1898,2A,2B
77580,1625,1641,2A,2A
77580,1625,1718,2A,2B
77580,1625,1768,2A,1A
77580,1625,1922,2A,2A
77580,1641,1718,2A,2B
77580,1641,1922,2A,2A
77580,1665,1698,1B,1B
77580,1665,1912,1B,1B
77580,1666,1697,1B,1B
77580,1675,1696,1B,1B
77580,1688,1695,1B,1B
77580,1697,1765,1B,1B
77580,1698,1912,1B,1B
77580,1704,1887,2B,2B
77580,1718,1768,2B,1A
77580,1718,1922,2B,2A
77580,1719,1748,3A,3A
77580,1732,1890,2B,2B
77580,1748,1822,3A,3A
77580,1749,1761,2B,1A
77580,1749,1858,2B,2B
77580,1749,1898,2B,2B
77580,1749,1907,2B,2A
77580,1761,1907,1A,2A
77580,1764,1911,1A,2A
77580,1821,1857,4B,4B
77580,1838,1861,3A,2B
77580,1838,1911,3A,2A
77580,1851,1855,2B,2B
77580,1851,1916,2B,2A
77580,1858,1907,2B,2A
77580,1902,1911,2A,2A
77600,1426,1468,5B,5A
77600,1439,1443,5B,5B
77600,1443,1545,5B,4A
77600,1443,1705,5B,4A
77600,1443,1837,5B,4A
77600,1452,1482,5A,5B
77600,1458,1477,5A,5A
77600,1458,1486,5A,5B
77600,1465,1480,5B,5B
77600,1465,1705,5B,4A
77600,1468,1656,5A,1B
77600,1468,1673,5A,1B
77600,1480,1545,5B,4A
77600,1480,1705,5B,4A
77600,1500,1532,4A,4A
77600,1500,1548,4A,4A
77600,1501,1502,5A,5A
77600,1501,1637,5A,5A
77600,1502,1637,5A,5A
77600,1520,1673,5A,1B
77600,1532,1548,4A,4A
77600,1545,1837,4A,4A
77600,1549,1730,4A,4A
77600,1551,1564,3B,3B
77600,1551,1833,3B,3A
77600,1563,1675,5B,1B
77600,1564,1833,3B,3A
77600,1579,1843,3B,3A
77600,1594,1628,3B,2A
77600,1613,1708,2A,2B
77600,1613,1780,2A,3A
77600,1617,1898,2A,2B
77600,1641,1718,2A,2B
77600,1641,1922,2A,2A
77600,1648,1719,2A,3A
77600,1648,1843,2A,3A
77600,1656,1673,1B,1B
77600,1665,1666,1B,1B
77600,1665,1697,1B,1B
77600,1665,1698,1B,1B
77600,1666,1698,1B,1B
77600,1673,1765,1B,1B
77600,1675,1696,1B,1B
77600,1697,1698,1B,1B
77600,1697,1912,1B,1B
77600,1698,1912,1B,1B
77600,1704,1887,2B,2B
77600,1705,1837,4A,4A
77600,1718,1790,2B,1A
77600,1718,1922,2B,2A
77600,1719,1748,3A,3A
77600,1719,1843,3A,3A
77600,1719,1889,3A,2B
77600,1732,1890,2B,2B
77600,1748,1889,3A,2B
77600,1749,1907,2B,2A
77600,1761,1898,1A,2B
77600,1764,1838,1A,3A
77600,1764,1911,1A,2A
77600,1768,1790,1A,1A
77600,1782,1843,3A,3A
77600,1822,1889,3A,2B
77600,1838,1861,3A,2B
77600,1858,1907,2B,2A
77600,1861,1911,2B,2A
77600,1902,1911,2A,2A
77620,1426,1664,5B,1B
77620,1437,1493,5B,5A
77620,1437,1501,5B,5A
77620,1437,1563,5B,5B
77620,1439,1837,5B,4A
77620,1443,1837,5B,4A
77620,1465,1480,5B,5B
77620,1465,1705,5B,4A
77620,1468,1664,5A,1B
77620,1480,1705,5B,4A
77620,1493,1501,5A,5A
77620,1493,1502,5A,5A
77620,1493,1637,5A,5A
77620,1501,1502,5A,5A
77620,1501,1637,5A,5A
77620,1502,1637,5A,5A
77620,1520,1765,5A,1B
77620,1532,1548,4A,4A
77620,1545,1837,4A,4A
77620,1548,1797,4A,4A
77620,1549,1730,4A,4A
77620,1551,1564,3B,3B
77620,1551,1833,3B,3A
77620,1552,1628,3B,2A
77620,1558,1909,3B,3A
77620,1594,1628,3B,2A
77620,1594,1851,3B,2B
77620,1594,1916,3B,2A
77620,1613,1708,2A,2B
77620,1613,1780,2A,3A
77620,1625,1641,2A,2A
77620,1625,1718,2A,2B
77620,1625,1790,2A,1A
77620,1641,1718,2A,2B
77620,1641,1790,2A,1A
77620,1648,1719,2A,3A
77620,1648,1782,2A,3A
77620,1656,1673,1B,1B
77620,1675,1696,1B,1B
77620,1697,1698,1B,1B
77620,1697,1912,1B,1B
77620,1698,1912,1B,1B
77620,1704,1887,2B,2B
77620,1718,1790,2B,1A
77620,1719,1822,3A,3A
77620,1719,1843,3A,3A
77620,1719,1889,3A,2B
77620,1732,1890,2B,2B
77620,1748,1889,3A,2B
77620,1761,1907,1A,2A
77620,1764,1911,1A,2A
77620,1782,1843,3A,3A
77620,1790,1922,1A,2A
77620,1822,1889,3A,2B
77620,1838,1861,3A,2B
77620,1851,1909,2B,3A
77620,1851,1916,2B,2A
77640,1434,1533,5B,4A
77640,1437,1563,5B,5B
77640,1437,1695,5B,1B
77640,1439,1705,5B,4A
77640,1443,1465,5B,5B
77640,1443,1705,5B,4A
77640,1452,1501,5A,5A
77640,1452,1592,5A,5B
77640,1458,1503,5A,4A
77640,1465,1480,5B,5B
77640,1465,1705,5B,4A
77640,1465,1837,5B,4A
77640,1486,1533,5B,4A
77640,1493,1501,5A,5A
77640,1500,1532,4A,4A
77640,1500,1797,4A,4A
77640,1501,1502,5A,5A
77640,1501,1637,5A,5A
77640,1520,1656,5A,1B
77640,1532,1797,4A,4A
77640,1551,1564,3B,3B
77640,1551,1795,3B,3A
77640,1558,1855,3B,2B
77640,1563,1675,5B,1B
77640,1563,1695,5B,1B
77640,1594,1909,3B,3A
77640,1613,1708,2A,2B
77640,1617,1898,2A,2B
77640,1625,1641,2A,2A
77640,1625,1790,2A,1A
77640,1643,1648,2A,2A
77640,1648,1843,2A,3A
77640,1665,1698,1B,1B
77640,1665,1912,1B,1B
77640,1675,1696,1B,1B
77640,1698,1912,1B,1B
77640,1708,1780,2B,3A
77640,1719,1748,3A,3A
77640,1719,1889,3A,2B
77640,1722,1795,3A,3A
77640,1732,1890,2B,2B
77640,1748,1822,3A,3A
77640,1748,1889,3A,2B
77640,1749,1858,2B,2B
77640,1761,1898,1A,2B
77640,1763,1859,3A,3A
77640,1764,1861,1A,2B
77640,1764,1911,1A,2A
77640,1821,1857,4B,4B
77640,1838,1861,3A,2B
77640,1838,1911,3A,2A
77640,1861,1902,2B,2A
77640,1861,1911,2B,2A
77640,1909,1916,3A,2A
77660,1428,1457,5B,5A
77660,1428,1498,5B,5A
77660,1428,1585,5B,5B
77660,1437,1563,5B,5B
77660,1437,1675,5B,1B
77660,1437,1695,5B,1B
77660,1439,1705,5B,4A
77660,1443,1465,5B,5B
77660,1443,1705,5B,4A
77660,1452,1458,5A,5A
77660,1452,1592,5A,5B
77660,1458,1482,5A,5B
77660,1458,1486,5A,5B
77660,1468,1656,5A,1B
77660,1468,1673,5A,1B
77660,1500,1532,4A,4A
77660,1500,1548,4A,4A
77660,1501,1502,5A,5A
77660,1501,1637,5A,5A
77660,1520,1656,5A,1B
77660,1545,1705,4A,4A
77660,1551,1795,3B,3A
77660,1563,1695,5B,1B
77660,1572,1613,3B,2A
77660,1572,1767,3B,1A
77660,1579,1782,3B,3A
77660,1594,1628,3B,2A
77660,1594,1909,3B,3A
77660,1613,1708,2A,2B
77660,1613,1767,2A,1A
77660,1613,1780,2A,3A
77660,1617,1898,2A,2B
77660,1617,1907,2A,2A
77660,1625,1641,2A,2A
77660,1625,1718,2A,2B
77660,1641,1718,2A,2B
77660,1641,1790,2A,1A
77660,1648,1843,2A,3A
77660,1664,1665,1B,1B
77660,1665,1697,1B,1B
77660,1675,1696,1B,1B
77660,1698,1912,1B,1B
77660,1718,1790,2B,1A
77660,1718,1922,2B,2A
77660,1719,1822,3A,3A
77660,1719,1843,3A,3A
77660,1719,1889,3A,2B
77660,1732,1890,2B,2B
77660,1749,1898,2B,2B
77660,1749,1907,2B,2A
77660,1763,1859,3A,3A
77660,1767,1780,1A,3A
77660,1768,1790,1A,1A
77660,1822,1843,3A,3A
77660,1822,1889,3A,2B
77660,1838,1861,3A,2B
77660,1838,1902,3A,2A
77660,1843,1889,3A,2B
77660,1858,1907,2B,2A
77660,1861,1902,2B,2A
77660,1861,1911,2B,2A
77680,1426,1468,5B,5A
77680,1426,1656,5B,1B
77680,1434,1546,5B,4A
77680,1434,1895,5B,4B
77680,1437,1695,5B,1B
77680,1439,1912,5B,1B
77680,1443,1465,5B,5B
77680,1443,1698,5B,1B
77680,1452,1458,5A,5A
77680,1452,1503,5A,4A
77680,1457,1563,5A,5B
77680,1465,1480,5B,5B
77680,1468,1673,5A,1B
77680,1468,1698,5A,1B
77680,1480,1545,5B,4A
77680,1482,1486,5B,5B
77680,1500,1532,4A,4A
77680,1501,1695,5A,1B
77680,1520,1673,5A,1B
77680,1532,1548,4A,4A
77680,1572,1700,3B,3B
77680,1594,1628,3B,2A
77680,1613,1708,2A,2B
77680,1613,1767,2A,1A
77680,1617,1749,2A,2B
77680,1617,1898,2A,2B
77680,1617,1907,2A,2A
77680,1625,1641,2A,2A
77680,1625,1768,2A,1A
77680,1641,1922,2A,2A
77680,1648,1843,2A,3A
77680,1664,1665,1B,1B
77680,1664,1697,1B,1B
77680,1664,1912,1B,1B
77680,1665,1666,1B,1B
77680,1665,1697,1B,1B
77680,1675,1696,1B,1B
77680,1698,1912,1B,1B
77680,1719,1890,3A,2B
77680,1732,1890,2B,2B
77680,1749,1898,2B,2B
77680,1749,1907,2B,2A
77680,1767,1780,1A,3A
77680,1782,1843,3A,3A
77680,1790,1922,1A,2A
77680,1822,1843,3A,3A
77680,1838,1861,3A,2B
77680,1838,1902,3A,2A
77680,1858,1907,2B,2A
77700,1434,1533,5B,4A
77700,1434,1546,5B,4A
77700,1437,1501,5B,5A
77700,1437,1684,5B,1B
77700,1437,1695,5B,1B
77700,1443,1465,5B,5B
77700,1452,1486,5A,5B
77700,1465,1480,5B,5B
77700,1482,1503,5B,4A
77700,1493,1501,5A,5A
77700,1493,1502,5A,5A
77700,1501,1502,5A,5A
77700,1501,1695,5A,1B
77700,1503,1675,4A,1B
77700,1503,1684,4A,1B
77700,1503,1765,4A,1B
77700,1532,1548,4A,4A
77700,1533,1546,4A,4A
77700,1546,1895,4A,4B
77700,1549,1730,4A,4A
77700,1563,1684,5B,1B
77700,1564,1795,3B,3A
77700,1564,1851,3B,2B
77700,1572,1700,3B,3B
77700,1613,1708,2A,2B
77700,1613,1767,2A,1A
77700,1625,1641,2A,2A
77700,1625,1922,2A,2A
77700,1641,1922,2A,2A
77700,1648,1719,2A,3A
77700,1648,1843,2A,3A
77700,1664,1665,1B,1B
77700,1664,1697,1B,1B
77700,1675,1696,1B,1B
77700,1684,1688,1B,1B
77700,1708,1767,2B,1A
77700,1719,1822,3A,3A
77700,1719,1843,3A,3A
77700,1719,1889,3A,2B
77700,1722,1851,3A,2B
77700,1732,1890,2B,2B
77700,1749,1761,2B,1A
77700,1749,1907,2B,2A
77700,1761,1907,1A,2A
77700,1763,1833,3A,3A
77700,1767,1780,1A,3A
77700,1790,1922,1A,2A
77700,1822,1843,3A,3A
77700,1822,1889,3A,2B
77700,1843,1889,3A,2B
77700,1855,1890,2B,2B
77700,1858,1907,2B,2A
77700,1861,1911,2B,2A
77700,1902,1911,2A,2A
77720,1426,1673,5B,1B
77720,1434,1533,5B,4A
77720,1437,1637,5B,5A
77720,1437,1695,5B,1B
77720,1439,1705,5B,4A
77720,1458,1486,5A,5B
77720,1465,1480,5B,5B
77720,1493,1501,5A,5A
77720,1493,1502,5A,5A
77720,1500,1503,4A,4A
77720,1500,1532,4A,4A
77720,1501,1502,5A,5A
77720,1503,1533,4A,4A
77720,1533,1546,4A,4A
77720,1549,1730,4A,4A
77720,1551,1722,3B,3A
77720,1563,1684,5B,1B
77720,1563,1695,5B,1B
77720,1572,1700,3B,3B
77720,1594,1628,3B,2A
77720,1613,1708,2A,2B
77720,1613,1767,2A,1A
77720,1613,1780,2A,3A
77720,1617,1749,2A,2B
77720,1617,1761,2A,1A
77720,1617,1907,2A,2A
77720,1625,1641,2A,2A
77720,1625,1718,2A,2B
77720,1625,1922,2A,2A
77720,1641,1718,2A,2B
77720,1641,1922,2A,2A
77720,1648,1851,2A,2B
77720,1664,1665,1B,1B
77720,1664,1697,1B,1B
77720,1665,1698,1B,1B
77720,1666,1697,1B,1B
77720,1675,1696,1B,1B
77720,1697,1698,1B,1B
77720,1697,1912,1B,1B
77720,1698,1730,1B,4A
77720,1698,1912,1B,1B
77720,1704,1887,2B,2B
77720,1708,1767,2B,1A
77720,1718,1768,2B,1A
77720,1718,1790,2B,1A
77720,1720,1889,3A,2B
77720,1730,1912,4A,1B
77720,1732,1890,2B,2B
77720,1749,1761,2B,1A
77720,1749,1858,2B,2B
77720,1749,1907,2B,2A
77720,1757,1859,1A,3A
77720,1761,1898,1A,2B
77720,1761,1907,1A,2A
77720,1767,1780,1A,3A
77720,1778,1902,1A,2A
77720,1782,1843,3A,3A
77720,1858,1907,2B,2A
77720,1861,1902,2B,2A
77720,1861,1911,2B,2A
77720,1902,1911,2A,2A
77740,1426,1730,5B,4A
77740,1428,1457,5B,5A
77740,1437,1637,5B,5A
77740,1439,1837,5B,4A
77740,1443,1465,5B,5B
77740,1443,1480,5B,5B
77740,1458,1482,5A,5B
77740,1458,1592,5A,5B
77740,1465,1480,5B,5B
77740,1468,1656,5A,1B
77740,1482,1486,5B,5B
77740,1493,1501,5A,5A
77740,1498,1585,5A,5B
77740,1498,1673,5A,1B
77740,1500,1503,4A,4A
77740,1500,1548,4A,4A
77740,1532,1548,4A,4A
77740,1545,1705,4A,4A
77740,1548,1797,4A,4A
77740,1549,1730,4A,4A
77740,1551,1564,3B,3B
77740,1551,1795,3B,3A
77740,1558,1748,3B,3A
77740,1564,1795,3B,3A
77740,1564,1833,3B,3A
77740,1564,1851,3B,2B
77740,1572,1700,3B,3B
77740,1613,1708,2A,2B
77740,1613,1767,2A,1A
77740,1617,1749,2A,2B
77740,1617,1761,2A,1A
77740,1617,1898,2A,2B
77740,1617,1907,2A,2A
77740,1625,1641,2A,2A
77740,1625,1922,2A,2A
77740,1641,1922,2A,2A
77740,1648,1843,2A,3A
77740,1664,1698,1B,1B
77740,1664,1912,1B,1B
77740,1665,1697,1B,1B
77740,1665,1698,1B,1B
